,WildFire - 30 year return period_mean,rawmean,normed
0,80.4180603027,80.4180603027,0.68812330461
1,80.4180603027,80.4180603027,0.68812330461
2,80.4180603027,80.4180603027,0.68812330461
3,80.4180603027,80.4180603027,0.68812330461
4,80.4180603027,80.4180603027,0.68812330461
5,80.4180603027,80.4180603027,0.68812330461
6,80.4180603027,80.4180603027,0.68812330461
7,80.4180603027,80.4180603027,0.68812330461
8,80.4180603027,80.4180603027,0.68812330461
9,80.4180603027,80.4180603027,0.68812330461
10,80.4180603027,80.4180603027,0.68812330461
11,80.4180603027,80.4180603027,0.68812330461
12,80.4180603027,80.4180603027,0.68812330461
13,80.4180603027,80.4180603027,0.68812330461
14,80.4180603027,80.4180603027,0.68812330461
15,80.4180603027,80.4180603027,0.68812330461
16,80.4180603027,80.4180603027,0.68812330461
17,80.4180603027,80.4180603027,0.68812330461
18,80.4180603027,80.4180603027,0.68812330461
19,80.4180603027,80.4180603027,0.68812330461
20,80.4180603027,80.4180603027,0.68812330461
21,80.4180603027,80.4180603027,0.68812330461
22,80.4180603027,80.4180603027,0.68812330461
23,80.4180603027,80.4180603027,0.68812330461
24,80.4180603027,80.4180603027,0.68812330461
25,80.4180603027,80.4180603027,0.68812330461
26,80.4180603027,80.4180603027,0.68812330461
27,80.4180603027,80.4180603027,0.68812330461
28,80.4180603027,80.4180603027,0.68812330461
29,80.4180603027,80.4180603027,0.68812330461
30,80.4180603027,80.4180603027,0.68812330461
31,80.4180603027,80.4180603027,0.68812330461
32,80.4180603027,80.4180603027,0.68812330461
33,80.4180603027,80.4180603027,0.68812330461
34,80.4180603027,80.4180603027,0.68812330461
35,80.4180603027,80.4180603027,0.68812330461
36,80.4180603027,80.4180603027,0.68812330461
37,80.4180603027,80.4180603027,0.68812330461
38,80.4180603027,80.4180603027,0.68812330461
39,80.4180603027,80.4180603027,0.68812330461
40,80.4180603027,80.4180603027,0.68812330461
41,80.4180603027,80.4180603027,0.68812330461
42,80.4180603027,80.4180603027,0.68812330461
43,80.4180603027,80.4180603027,0.68812330461
44,80.4180603027,80.4180603027,0.68812330461
45,80.4180603027,80.4180603027,0.68812330461
46,80.4180603027,80.4180603027,0.68812330461
47,80.4180603027,80.4180603027,0.68812330461
48,80.4180603027,80.4180603027,0.68812330461
49,80.4180603027,80.4180603027,0.68812330461
50,80.4180603027,80.4180603027,0.68812330461
51,80.4180603027,80.4180603027,0.68812330461
52,80.4180603027,80.4180603027,0.68812330461
53,80.4180603027,80.4180603027,0.68812330461
54,80.4180603027,80.4180603027,0.68812330461
55,80.4180603027,80.4180603027,0.68812330461
56,80.4180603027,80.4180603027,0.68812330461
57,80.4180603027,80.4180603027,0.68812330461
58,80.4180603027,80.4180603027,0.68812330461
59,80.4180603027,80.4180603027,0.68812330461
60,80.4180603027,80.4180603027,0.68812330461
61,80.4180603027,80.4180603027,0.68812330461
62,80.4180603027,80.4180603027,0.68812330461
